Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,0,2702.16,20
HHS,Department of Health and Human Services,School Health Services,F,48528.47,0,0,15
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,0,6620.4,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,90848,0,0,21
HHS,Department of Health and Human Services,Child Welfare Services,F,49926,0,2446.08,23
HHS,Department of Health and Human Services,School Health Services,F,60003.13,0,3232.88,15
HHS,Department of Health and Human Services,School Health Services,F,144751,0,0,M3
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,115099,0,7279.2,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,70555.61,0,0,18
HHS,Department of Health and Human Services,School Health Services,F,60003.13,0,3232.88,15
HHS,Department of Health and Human Services,Child Welfare Services,F,41042.2,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,53809.47,0,0,15
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,43748,0,1362.96,5
HHS,Department of Health and Human Services,School Health Services,F,57641.17,0,0,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,203593,0,0,MD3
HHS,Department of Health and Human Services,School Health Services,F,60003.13,0,1725.31,15
HHS,Department of Health and Human Services,School Health Services,F,51985,0,0,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,105968.68,0,0,25
HHS,Department of Health and Human Services,Public Health Services Division,F,62488,0,0,13
HHS,Department of Health and Human Services,School Health Services,F,55679.93,481.86,0,16
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,45010.57,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,80760.17,1048.37,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73418.34,2514.99,0,22
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,81271.66,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,46886.29,0,0,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,61860.35,66.95,0,18
HHS,Department of Health and Human Services,School Health Services,F,91595,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,99536.06,71.79,0,24
HHS,Department of Health and Human Services,School Health Services,F,46886.29,0,0,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,26534.31,0,0,12
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67814.08,0,0,17
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,20470.01,0,0,5
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,69769.67,0,0,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,20470.01,14.77,0,5
HHS,Department of Health and Human Services,School Health Services,M,43617.88,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,48529.87,0,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,67012.55,0,0,23
HHS,Department of Health and Human Services,School Health Services,F,46886.29,154.58,0,15
HHS,Department of Health and Human Services,School Health Services,F,38019.21,31.34,0,15
HHS,Department of Health and Human Services,Child Welfare Services,M,67711.69,554.93,0,21
HHS,Department of Health and Human Services,Public Health Services Division,F,57104.13,0,0,13
HHS,Department of Health and Human Services,School Health Services,F,40717.35,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,44853.34,0,0,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,73418.33,2779.77,0,22
HHS,Department of Health and Human Services,Child Welfare Services,F,61403.48,0,0,18
HHS,Department of Health and Human Services,School Health Services,F,46886.64,0,0,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,76096.26,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73580.68,1300.08,0,22
HHS,Department of Health and Human Services,School Health Services,F,46422.41,47.83,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.41,19.14,0,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,79571.18,0,0,20
HHS,Department of Health and Human Services,School Health Services,F,46724.55,9.31,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.08,0,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,61403.48,3011.43,0,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,42364.63,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,89188.69,0,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,80741.52,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.32,0,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,83568.51,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,80741.54,4512.82,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,76896.69,1940.94,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,29048.08,0,0,12
HHS,Department of Health and Human Services,School Health Services,F,96780.14,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,102678.48,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,48743.19,0,0,16
HHS,Department of Health and Human Services,School Health Services,F,46422.41,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.07,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.07,0,0,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,80758.87,1659.89,0,24
HHS,Department of Health and Human Services,School Health Services,M,70704.19,7307.35,0,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,0,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,0,0,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,0,0,21
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,78582.53,0,0,25
HHS,Department of Health and Human Services,Child Welfare Services,M,80741.54,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,109761,0,0,25
HHS,Department of Health and Human Services,Child Welfare Services,M,80741.55,6463.46,0,24
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,97563.57,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,58162.91,188.76,0,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81970.82,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,81271.67,2989.12,0,24
HHS,Department of Health and Human Services,Director's Office Division,F,139303.64,0,0,M3
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,66743.95,0,0,20
HHS,Department of Health and Human Services,School Health Services,F,46422.09,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.41,0,0,15
HHS,Department of Health and Human Services,Director's Office Division,F,149864.84,0,0,M2
HHS,Department of Health and Human Services,Child Welfare Services,M,144751,0,0,M3
HHS,Department of Health and Human Services,Public Health Services Division,F,65464,0,0,14
HHS,Department of Health and Human Services,Child Welfare Services,F,61306.34,309.49,0,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73418.34,0,0,22
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,86669,0,0,20
HHS,Department of Health and Human Services,School Health Services,F,42142.49,0,0,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,91012.73,0,0,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109241.53,0,0,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,66743.95,998.78,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,106458.15,0,0,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67040.17,0,0,20
HHS,Department of Health and Human Services,Director's Office Division,F,167345,0,0,M2
HHS,Department of Health and Human Services,Child Welfare Services,F,77089.24,0,0,23
HHS,Department of Health and Human Services,Child Welfare Services,F,60441.82,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81310.35,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,99536.06,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,64487.32,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,84283.32,0,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,111913.97,11839.8,0,26
HHS,Department of Health and Human Services,School Health Services,F,45144.48,0,0,15
HHS,Department of Health and Human Services,Director's Office Division,F,140491.14,0,0,M2
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,78902,227.61,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73418.33,1521.65,0,22
HHS,Department of Health and Human Services,Child Welfare Services,F,80741.53,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,63552.6,0,0,18
HHS,Department of Health and Human Services,Child Welfare Services,F,96175.15,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73580.68,1515.54,0,22
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,151701.54,0,0,M2
HHS,Department of Health and Human Services,Child Welfare Services,F,83352.97,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,75810.41,0,0,20
HHS,Department of Health and Human Services,Child Welfare Services,F,91924.24,2972.43,0,26
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,64578.79,0,0,23
HHS,Department of Health and Human Services,School Health Services,F,91595,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,99536.72,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,104680,0,0,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,109761,0,0,25
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,49628.83,0,0,13
HHS,Department of Health and Human Services,Public Health Services Division,F,55706.48,903.92,0,16
HHS,Department of Health and Human Services,School Health Services,F,46422.02,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.07,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.53,55.82,0,15
HHS,Department of Health and Human Services,School Health Services,F,104680,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,46422.07,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.07,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46422.09,114.8,0,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,62438.96,0,0,16
HHS,Department of Health and Human Services,Public Health Services Division,F,82640.39,1549.53,0,24
HHS,Department of Health and Human Services,School Health Services,F,104680,0,0,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,65464,0,0,14
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,90526.51,0,0,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,64486.92,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81013.04,4790.8,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,115099,0,0,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,99852,0,0,23
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,113602.93,0,0,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,66743.94,0,0,20
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,76896.99,554.55,0,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,0,0,24
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,126584,0,0,28
HHS,Department of Health and Human Services,Child Welfare Services,M,60874.33,0,0,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,86669,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,80742.52,0,0,24
HHS,Department of Health and Human Services,Director's Office Division,M,160000,0,0,0
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,88942.41,0,0,21
HHS,Department of Health and Human Services,Health Planning and Epidemiology,F,99852,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71233.34,0,0,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,56238.27,0,0,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,83893.12,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,74105.69,0,0,23
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,31776.31,0,0,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,36336.13,0,0,23
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,73418.33,0,0,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71385.58,0,0,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,64487.32,651.1,0,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,51188.5,0,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,91403.55,2616.71,0,26
HHS,Department of Health and Human Services,Public Health Services Division,F,99536.06,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,64487.32,1266.36,0,20
HHS,Department of Health and Human Services,School Health Services,F,84681.41,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,102678.41,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,45144.51,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,49060.8,525.68,0,16
HHS,Department of Health and Human Services,School Health Services,F,46724.56,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,46724.56,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.58,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.46,0,0,15
HHS,Department of Health and Human Services,Public Health Services Division,F,62432.07,405.26,0,13
HHS,Department of Health and Human Services,Director's Office Division,F,99852,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,F,61932.62,0,0,18
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,89188.69,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81607.66,3241.14,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,64625.15,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71350.96,0,0,20
HHS,Department of Health and Human Services,Office of Community Affairs Division,M,109761,0,0,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,63583.11,0,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67040.17,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,51800.52,0,0,13
HHS,Department of Health and Human Services,Child Welfare Services,F,78012.09,0,0,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,61398.04,0,0,18
HHS,Department of Health and Human Services,Information Systems and Technology,M,165059.32,0,0,M2
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,78991.59,0,0,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,79881.6,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89586.36,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,56753.08,0,0,17
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,1811.83,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,92379.62,21985.7,0,26
HHS,Department of Health and Human Services,School Health Services,M,103233.57,0,0,M3
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.89,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,81818.98,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,87290.16,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,81303.19,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,101586.07,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,51593.68,1041.82,0,13
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,54833.92,0,0,18
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,0,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,108267.47,0,0,25
HHS,Department of Health and Human Services,Public Health Services Division,M,61432.96,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,49212.49,730.63,0,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,108077.38,0,0,26
HHS,Department of Health and Human Services,Public Health Services Division,F,61432.96,0,0,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,75290,0,0,17
HHS,Department of Health and Human Services,Public Health Services Division,F,196284.73,0,0,MD4
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,109761,0,0,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,77954.92,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,89086.36,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,61403.48,109.97,0,18
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,0,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,55064,0,0,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,54918.79,277.26,0,16
HHS,Department of Health and Human Services,Child Welfare Services,F,62438.96,0,0,16
HHS,Department of Health and Human Services,Public Health Services Division,F,53797.13,814.76,0,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,59750.54,0,0,18
HHS,Department of Health and Human Services,Public Health Services Division,F,70936.05,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,F,71598.98,3098.12,0,23
HHS,Department of Health and Human Services,Public Health Services Division,F,44386.73,0,0,13
HHS,Department of Health and Human Services,Public Health Services Division,F,46882.49,0,0,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,67350.31,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,M,78591.69,340.08,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,49926,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,82528.15,1249.85,0,25
HHS,Department of Health and Human Services,School Health Services,F,42142.87,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.89,17.98,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.95,53.93,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.91,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,101586.33,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,43617.91,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.91,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,45798.79,0,0,16
HHS,Department of Health and Human Services,Child Welfare Services,F,52303.61,8760.45,0,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,93197.2,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,62914.81,0,0,20
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,56991.24,54.48,0,13
HHS,Department of Health and Human Services,Office of Community Affairs Division,M,90848,0,0,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,58691.78,253.97,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,64697.35,0,0,23
HHS,Department of Health and Human Services,Child Welfare Services,F,90199.61,0,0,26
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,126584,0,0,28
HHS,Department of Health and Human Services,Public Health Services Division,F,109761,0,0,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,77633.47,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,67542.94,19743.05,0,21
HHS,Department of Health and Human Services,Child Welfare Services,F,78012.1,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,78012.11,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62306.15,390.72,0,20
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,95096.23,0,0,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55064,766.39,0,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,2018.74,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,64644.7,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,59355.51,0,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58162.92,1740.71,0,20
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.91,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,89775.98,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,48162.69,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,33720.41,0,0,15
HHS,Department of Health and Human Services,Director's Office Division,M,120773.72,0,0,M2
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,86669,0,0,20
HHS,Department of Health and Human Services,School Health Services,F,100644.12,0,0,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,68537.23,4324.87,0,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63123.73,91.05,0,20
HHS,Department of Health and Human Services,School Health Services,F,103058.61,0,0,25
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,60199.18,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,92871.44,0,0,25
HHS,Department of Health and Human Services,School Health Services,F,92917.66,0,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,75374.29,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71358.46,0,0,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,103928.75,22705.88,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,72574.08,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,94077.51,0,0,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.17,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60035.01,0,0,20
HHS,Department of Health and Human Services,Public Health Services Division,F,92917.72,0,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89586.36,182.63,0,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102377,2822.66,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,60361.31,0,0,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89086.36,0,0,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,M,76797.95,0,0,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,47836.02,0,0,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,99034.13,0,0,M3
HHS,Department of Health and Human Services,Public Health Services Division,F,98151.72,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.43,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.44,17.37,0,15
HHS,Department of Health and Human Services,School Health Services,F,46459.96,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,89777.59,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,56826.41,0,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55064,730.73,0,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,45940.95,1060.21,0,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89586.36,2578.52,0,24
HHS,Department of Health and Human Services,Healthcare for the Homeless,F,90345.65,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62306.58,0,0,20
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,99972.13,0,0,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63094.25,0,0,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,166978.86,0,0,M2
HHS,Department of Health and Human Services,Information Systems and Technology,M,126584,0,0,28
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,99852,720.09,0,23
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,35010.83,0,0,23
HHS,Department of Health and Human Services,School Health Services,F,42142.45,52.11,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.41,0,0,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,48162.8,4428.73,0,13
HHS,Department of Health and Human Services,School Health Services,F,43617.41,0,0,15
HHS,Department of Health and Human Services,Public Health Services Division,M,95851.66,0,0,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,90205.07,0,0,22
HHS,Department of Health and Human Services,Public Health Services Division,M,80958.99,51991.55,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,82796.8,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,99852,0,0,23
HHS,Department of Health and Human Services,Screening and Assessment Services for Children and Adolescents,F,72636.82,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,41970.56,0,0,13
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,94500.41,0,0,23
HHS,Department of Health and Human Services,Public Health Services Division,F,51978.36,0,0,16
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53049.28,0,0,18
HHS,Department of Health and Human Services,School Health Services,F,79776.09,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,92610.62,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,89775.98,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,40717.34,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,94832.45,0,0,24
HHS,Department of Health and Human Services,School Health Services,M,42142.42,0,0,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,94832.44,0,0,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58320.12,0,0,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,44959.91,0,0,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,69178.34,0,0,23
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,69887.1,1562.4,0,23
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67726.73,0,0,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,61710.81,66.76,0,20
HHS,Department of Health and Human Services,Child Welfare Services,F,72825.85,14180.4,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,34943.54,0,0,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.25,0,0,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,94832.45,0,0,24
HHS,Department of Health and Human Services,Public Health Services Division,F,94832.45,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,92610.61,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,40717.33,402.72,0,15
HHS,Department of Health and Human Services,School Health Services,F,40717.35,0,0,15
HHS,Department of Health and Human Services,School Health Services,M,42142.42,0,0,15
HHS,Department of Health and Human Services,School Health Services,M,36122.12,17.37,0,15
HHS,Department of Health and Human Services,School Health Services,F,91625.59,0,0,24
HHS,Department of Health and Human Services,School Health Services,F,41932.78,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,38010.17,0,0,15
HHS,Department of Health and Human Services,School Health Services,F,34900.6,0,0,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,91880.68,0,0,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,66211.2,0,0,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,61628.43,2348.6,0,16
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,98638.66,0,0,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,92473.74,0,0,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102091.01,0,0,25
HHS,Department of Health and Human Services,Public Health Services Division,F,61432.95,0,0,18
HHS,Department of Health and Human Services,Public Health Services Division,F,76629.9,0,0,25
